sepal_length,sepal_width,petal_length,petal_width,species,soil_type
5.01,4.05,1.35,0.34,setosa,clay
4.87,3.85,1.5,0.37,setosa,sandy
4.57,3.12,1.56,0.24,setosa,sandy
5.09,3.47,1.69,0.35,setosa,loamy
5.14,4.06,1.44,0.21,setosa,clay
5.33,3.63,1.63,0.26,setosa,loamy
5.31,2.94,1.44,0.29,setosa,loamy
5.63,3.26,1.7,0.27,setosa,sandy
5.04,3.92,1.4,0.21,setosa,clay
5.09,3.27,1.51,0.59,setosa,sandy
5.11,3.14,1.77,0.26,setosa,sandy
5.0,2.9,1.41,0.24,setosa,sandy
5.49,3.03,1.97,0.18,setosa,clay
4.99,3.43,1.39,0.55,setosa,clay
4.66,2.97,1.42,0.33,setosa,sandy
5.67,4.02,1.58,0.29,setosa,clay
4.62,3.15,1.07,0.25,setosa,sandy
5.01,3.97,1.24,0.33,setosa,clay
5.04,3.48,1.33,0.27,setosa,clay
4.8,3.89,1.99,0.32,setosa,loamy
4.39,2.83,1.92,0.29,setosa,sandy
5.06,3.81,1.81,0.22,setosa,loamy
4.08,3.03,1.29,0.29,setosa,loamy
5.45,2.47,1.48,0.17,setosa,sandy
5.43,2.38,1.33,0.2,setosa,sandy
4.55,4.0,1.83,0.37,setosa,clay
4.95,2.82,1.6,0.28,setosa,sandy
5.45,2.84,1.45,0.34,setosa,loamy
4.8,3.58,1.8,0.1,setosa,loamy
5.14,2.69,1.54,0.24,setosa,sandy
5.26,3.16,1.31,0.37,setosa,loamy
5.55,4.1,1.86,0.34,setosa,clay
5.49,3.59,1.37,0.26,setosa,loamy
5.27,3.57,1.45,0.28,setosa,clay
4.84,3.79,1.58,0.29,setosa,loamy
5.68,3.66,1.62,0.36,setosa,clay
4.97,3.63,1.56,0.27,setosa,clay
5.01,3.72,1.63,0.35,setosa,sandy
5.7,3.94,1.36,0.24,setosa,clay
5.19,2.55,1.64,0.29,setosa,sandy
5.6,3.32,1.67,0.25,setosa,loamy
5.32,3.14,1.39,0.21,setosa,loamy
4.94,3.19,1.4,0.26,setosa,loamy
4.43,3.23,1.54,0.39,setosa,clay
5.0,3.96,1.22,0.33,setosa,loamy
5.22,3.05,1.8,0.27,setosa,loamy
5.3,2.59,1.58,0.16,setosa,sandy
5.11,2.96,1.66,0.37,setosa,sandy
4.99,3.45,1.61,0.27,setosa,loamy
5.26,3.47,1.62,0.26,setosa,loamy
5.69,3.43,1.67,0.49,setosa,clay
5.71,3.43,1.58,0.37,setosa,clay
4.16,3.13,1.36,0.24,setosa,loamy
5.05,3.49,1.37,0.25,setosa,sandy
4.88,3.61,1.81,0.25,setosa,loamy
5.72,3.68,1.19,0.5,setosa,clay
5.27,3.32,1.32,0.36,setosa,sandy
4.91,2.8,1.29,0.14,setosa,sandy
4.86,3.63,1.45,0.35,setosa,clay
5.55,3.01,1.7,0.31,setosa,loamy
5.05,3.14,1.07,0.47,setosa,loamy
5.73,3.52,1.98,0.32,setosa,loamy
4.74,4.15,1.7,0.41,setosa,clay
4.59,3.15,1.6,0.38,setosa,sandy
4.82,2.91,1.85,0.19,setosa,clay
5.84,3.44,1.59,0.39,setosa,loamy
4.66,3.72,1.92,0.27,setosa,clay
4.18,2.86,1.5,0.33,setosa,sandy
5.08,3.38,1.3,0.47,setosa,clay
4.93,3.76,1.42,0.34,setosa,loamy
4.72,2.64,1.34,0.25,setosa,sandy
4.78,3.31,1.46,0.28,setosa,clay
4.93,3.81,1.94,0.35,setosa,clay
5.42,3.16,1.55,0.27,setosa,sandy
4.82,2.15,1.36,0.29,setosa,sandy
5.88,3.26,1.39,0.44,setosa,loamy
6.36,3.16,1.7,0.26,setosa,sandy
4.39,3.53,1.48,0.28,setosa,loamy
4.67,3.24,1.4,0.12,setosa,clay
4.84,4.07,1.9,0.4,setosa,loamy
5.46,3.91,1.49,0.25,setosa,clay
4.88,2.49,1.4,0.2,setosa,sandy
4.45,4.1,1.57,0.55,setosa,clay
5.07,2.73,1.51,0.2,setosa,sandy
5.46,3.81,1.61,0.27,setosa,clay
4.73,4.04,1.41,0.26,setosa,clay
5.28,4.12,1.53,0.27,setosa,clay
4.65,3.95,1.13,0.34,setosa,clay
4.7,3.54,1.55,0.25,setosa,loamy
5.18,3.11,1.56,0.33,setosa,clay
4.97,3.33,1.54,0.21,setosa,loamy
5.29,2.68,1.49,0.26,setosa,sandy
5.06,3.26,1.77,0.17,setosa,sandy
5.41,3.3,1.0,0.18,setosa,loamy
5.3,2.98,1.62,0.18,setosa,sandy
5.42,2.81,1.72,0.3,setosa,sandy
5.45,3.49,1.45,0.31,setosa,clay
5.17,3.61,1.49,0.48,setosa,clay
4.21,3.38,1.73,0.26,setosa,clay
5.27,4.14,1.24,0.29,setosa,loamy
5.48,2.54,1.66,0.22,setosa,loamy
4.68,3.17,1.61,0.24,setosa,sandy
5.11,4.44,1.46,0.2,setosa,clay
5.12,3.04,1.56,0.3,setosa,loamy
4.96,3.21,1.53,0.27,setosa,loamy
5.2,3.6,1.5,0.33,setosa,clay
5.11,3.54,1.5,0.19,setosa,loamy
5.18,4.22,1.64,0.16,setosa,clay
4.64,2.54,1.46,0.39,setosa,sandy
5.09,2.8,1.19,0.31,setosa,sandy
6.15,2.85,1.55,0.13,setosa,sandy
5.43,3.83,1.59,0.38,setosa,clay
5.54,3.91,1.21,0.32,setosa,loamy
4.55,2.83,1.73,0.2,setosa,sandy
4.25,3.37,1.39,0.26,setosa,sandy
4.56,2.47,1.48,0.29,setosa,sandy
4.48,2.95,1.54,0.4,setosa,loamy
4.84,2.79,1.34,0.45,setosa,loamy
4.21,3.6,1.46,0.25,setosa,clay
5.58,3.41,1.48,0.35,setosa,sandy
5.77,3.38,1.46,0.2,setosa,loamy
4.96,3.68,1.53,0.29,setosa,clay
4.95,2.75,1.54,0.29,setosa,sandy
5.16,3.93,1.5,0.28,setosa,loamy
5.35,2.62,1.04,0.44,setosa,loamy
4.43,3.35,1.5,0.27,setosa,clay
5.61,3.28,1.34,0.44,setosa,sandy
4.73,2.98,1.51,0.18,setosa,sandy
5.15,3.19,1.3,0.35,setosa,loamy
5.14,3.24,1.73,0.3,setosa,sandy
5.48,3.63,1.43,0.38,setosa,clay
5.25,3.3,1.54,0.25,setosa,loamy
4.61,2.82,1.33,0.42,setosa,loamy
4.49,4.44,1.2,0.35,setosa,clay
4.99,3.35,1.17,0.38,setosa,loamy
4.92,3.18,1.37,0.32,setosa,sandy
5.17,3.05,1.57,0.29,setosa,sandy
4.74,3.75,1.89,0.22,setosa,loamy
4.86,3.89,1.53,0.27,setosa,clay
5.33,3.37,1.52,0.24,setosa,clay
5.25,3.15,1.54,0.09,setosa,sandy
5.47,4.1,1.5,0.38,setosa,clay
4.65,3.33,1.12,0.16,setosa,loamy
4.95,3.12,1.6,0.22,setosa,loamy
4.88,2.43,1.47,0.11,setosa,sandy
4.79,3.67,1.33,0.26,setosa,sandy
4.63,3.14,1.63,0.32,setosa,sandy
6.28,3.79,1.62,0.41,setosa,clay
4.9,4.05,1.61,0.3,setosa,loamy
5.51,3.18,1.36,0.42,setosa,loamy
5.1,2.76,1.67,0.34,setosa,loamy
4.86,3.01,1.38,0.28,setosa,sandy
5.04,3.53,1.49,0.24,setosa,loamy
5.55,3.93,1.74,0.43,setosa,clay
5.35,3.82,1.69,0.16,setosa,clay
4.58,3.75,1.53,0.23,setosa,loamy
5.24,2.85,1.57,0.28,setosa,sandy
4.95,3.27,1.69,0.23,setosa,loamy
4.96,3.45,1.49,0.26,setosa,clay
4.9,3.68,1.8,0.33,setosa,clay
5.25,3.17,1.7,0.34,setosa,clay
5.26,3.82,1.6,0.33,setosa,loamy
5.67,3.62,1.38,0.45,setosa,clay
5.45,2.77,1.45,0.32,setosa,sandy
4.39,3.06,1.44,0.26,setosa,loamy
4.85,3.58,1.26,0.24,setosa,loamy
5.19,3.5,1.8,0.23,setosa,clay
4.81,3.93,1.58,0.29,setosa,clay
5.39,3.81,1.71,0.32,setosa,sandy
4.7,3.31,1.44,0.22,setosa,loamy
5.68,3.45,1.29,0.36,setosa,clay
4.68,3.04,1.31,0.3,setosa,sandy
5.46,4.44,1.61,0.15,setosa,clay
5.35,3.48,1.34,0.26,setosa,loamy
5.19,3.43,1.67,0.42,setosa,clay
4.88,4.07,1.13,0.28,setosa,loamy
5.2,4.15,1.51,0.36,setosa,clay
4.71,3.9,2.04,0.23,setosa,loamy
5.13,2.76,1.67,0.35,setosa,sandy
5.26,3.54,1.59,0.45,setosa,loamy
5.35,3.18,1.65,0.32,setosa,sandy
5.68,3.13,1.49,0.27,setosa,loamy
4.92,3.37,1.37,0.24,setosa,sandy
4.76,4.05,1.64,0.3,setosa,clay
5.17,3.71,1.81,0.52,setosa,loamy
4.78,3.82,1.41,0.49,setosa,clay
4.73,2.9,1.58,0.28,setosa,sandy
5.3,3.17,1.92,0.2,setosa,loamy
4.7,3.69,1.69,0.19,setosa,loamy
4.69,4.44,1.72,0.24,setosa,clay
5.4,3.2,1.24,0.18,setosa,loamy
5.4,3.27,1.53,0.37,setosa,loamy
5.14,3.67,0.96,0.44,setosa,clay
4.37,3.1,1.63,0.22,setosa,loamy
4.82,3.98,1.48,0.33,setosa,clay
4.86,4.1,1.25,0.44,setosa,clay
5.47,3.92,1.57,0.39,setosa,clay
5.03,4.08,1.57,0.5,setosa,clay
4.57,4.29,1.35,0.4,setosa,clay
4.96,2.72,1.39,0.2,setosa,sandy
5.03,2.3,1.66,0.16,setosa,sandy
4.76,4.05,1.55,0.14,setosa,clay
4.89,2.73,1.68,0.22,setosa,sandy
5.44,3.18,1.46,0.23,setosa,sandy
4.99,2.69,1.48,0.33,setosa,loamy
4.54,3.63,1.35,0.25,setosa,clay
5.02,3.13,1.91,0.35,setosa,sandy
5.3,3.19,1.97,0.34,setosa,loamy
5.24,3.61,1.65,0.39,setosa,loamy
5.41,3.9,1.65,0.32,setosa,clay
5.49,3.81,1.62,0.27,setosa,clay
5.11,3.61,1.59,0.23,setosa,loamy
4.86,4.44,1.46,0.33,setosa,clay
5.27,3.79,1.89,0.37,setosa,clay
5.12,2.69,1.57,0.19,setosa,loamy
4.73,4.07,1.46,0.41,setosa,loamy
5.37,4.09,1.29,0.19,setosa,clay
5.62,2.87,1.84,0.24,setosa,sandy
5.13,3.1,1.47,0.44,setosa,clay
4.72,3.04,1.78,0.35,setosa,sandy
4.76,3.17,1.62,0.37,setosa,loamy
5.08,2.7,1.49,0.3,setosa,sandy
5.7,2.78,1.73,0.08,setosa,loamy
4.82,4.34,1.64,0.18,setosa,clay
4.94,4.05,1.38,0.4,setosa,clay
5.27,3.19,1.33,0.13,setosa,loamy
5.39,3.72,1.19,0.24,setosa,loamy
5.12,4.15,1.48,0.28,setosa,loamy
5.21,3.73,1.61,0.3,setosa,clay
5.2,3.72,1.4,0.37,setosa,clay
5.16,2.85,1.62,0.27,setosa,sandy
5.22,3.47,1.36,0.08,setosa,loamy
5.66,2.79,1.72,0.05,setosa,sandy
5.08,3.29,1.55,0.17,setosa,clay
4.89,3.02,1.26,0.43,setosa,sandy
4.98,3.03,1.57,0.33,setosa,sandy
4.98,4.17,1.89,0.38,setosa,clay
5.47,3.24,1.76,0.45,setosa,clay
5.02,3.18,1.81,0.21,setosa,loamy
5.39,3.07,1.68,0.27,setosa,sandy
4.8,4.11,1.72,0.35,setosa,clay
5.12,4.08,1.67,0.21,setosa,clay
4.86,2.8,1.38,0.38,setosa,sandy
4.88,3.27,1.49,0.35,setosa,clay
4.91,2.55,1.79,0.29,setosa,loamy
5.46,3.68,1.23,0.21,setosa,loamy
5.29,2.81,1.46,0.44,setosa,sandy
4.41,2.82,1.22,0.46,setosa,loamy
5.8,3.97,1.62,0.56,setosa,clay
5.13,3.98,1.44,0.43,setosa,clay
4.64,3.6,1.52,0.26,setosa,clay
4.91,3.33,1.12,0.35,setosa,clay
5.58,2.35,1.52,0.32,setosa,sandy
4.56,3.32,1.41,0.44,setosa,loamy
4.93,2.82,1.46,0.29,setosa,loamy
4.33,3.82,1.36,0.42,setosa,clay
4.95,3.31,1.45,0.32,setosa,sandy
4.95,3.76,1.43,0.27,setosa,clay
4.66,3.5,1.42,0.35,setosa,clay
4.85,2.69,1.41,0.4,setosa,sandy
5.17,3.33,1.5,0.36,setosa,sandy
4.58,4.44,1.36,0.29,setosa,clay
5.15,3.55,1.22,0.28,setosa,loamy
4.94,3.66,1.64,0.4,setosa,clay
4.76,2.93,1.72,0.49,setosa,loamy
4.94,4.0,1.53,0.51,setosa,loamy
5.11,3.47,1.79,0.22,setosa,sandy
5.06,2.67,1.48,0.27,setosa,sandy
4.92,3.48,1.48,0.19,setosa,clay
4.98,3.67,1.55,0.18,setosa,loamy
5.34,2.92,1.11,0.33,setosa,loamy
4.7,3.94,1.75,0.38,setosa,clay
5.45,3.3,1.67,0.32,setosa,clay
4.86,3.54,1.57,0.16,setosa,clay
5.67,3.19,1.49,0.39,setosa,sandy
5.25,3.71,1.25,0.3,setosa,clay
4.98,3.63,1.84,0.38,setosa,clay
5.16,3.78,1.38,0.29,setosa,loamy
4.26,3.97,1.25,0.18,setosa,clay
5.35,4.35,1.32,0.12,setosa,loamy
4.9,3.34,1.45,0.36,setosa,loamy
5.39,3.0,1.71,0.26,setosa,sandy
4.9,3.46,1.48,0.4,setosa,clay
5.3,3.77,1.73,0.24,setosa,clay
5.2,3.71,1.66,0.36,setosa,loamy
4.93,2.6,1.76,0.19,setosa,sandy
4.68,2.95,1.23,0.2,setosa,sandy
5.16,3.97,1.46,0.39,setosa,clay
4.87,3.29,1.61,0.16,setosa,loamy
5.44,4.28,1.26,0.37,setosa,clay
5.32,3.69,1.56,0.5,setosa,clay
5.1,3.73,1.49,0.29,setosa,clay
5.04,4.16,1.56,0.36,setosa,clay
4.33,3.77,1.87,0.2,setosa,loamy
4.52,2.33,1.18,0.28,setosa,sandy
4.73,2.75,1.48,0.46,setosa,clay
4.34,3.78,1.32,0.32,setosa,clay
4.95,3.25,1.54,0.32,setosa,clay
4.87,3.3,1.66,0.27,setosa,clay
5.21,3.41,1.54,0.2,setosa,sandy
5.78,2.89,1.31,0.17,setosa,sandy
4.71,3.54,1.45,0.31,setosa,sandy
5.98,2.77,1.78,0.22,setosa,sandy
5.31,4.44,1.62,0.4,setosa,clay
5.01,3.02,1.34,0.22,setosa,loamy
5.1,3.0,2.03,0.28,setosa,sandy
5.3,2.7,1.29,0.13,setosa,sandy
5.27,4.08,1.13,0.5,setosa,clay
4.45,4.44,1.68,0.34,setosa,clay
5.32,3.98,1.46,0.31,setosa,clay
4.71,4.2,1.53,0.58,setosa,clay
5.46,3.58,1.47,0.33,setosa,loamy
4.71,3.09,1.42,0.34,setosa,loamy
5.64,2.54,1.29,0.13,setosa,sandy
5.36,3.77,1.63,0.32,setosa,loamy
5.13,3.04,1.66,0.15,setosa,sandy
5.03,3.15,1.52,0.32,setosa,sandy
5.38,2.99,1.69,0.5,setosa,loamy
5.14,3.22,1.75,0.22,setosa,sandy
5.03,4.44,1.85,0.35,setosa,clay
5.5,2.25,1.5,0.34,setosa,sandy
5.34,3.93,1.59,0.3,setosa,clay
4.9,3.09,1.45,0.21,setosa,loamy
5.55,3.61,1.35,0.39,setosa,loamy
5.28,2.69,1.21,0.31,setosa,sandy
4.88,3.9,1.46,0.32,setosa,clay
4.53,2.65,1.44,0.24,setosa,sandy
5.55,3.31,1.67,0.32,setosa,loamy
4.39,2.38,1.43,0.31,setosa,sandy
4.7,3.82,1.26,0.27,setosa,sandy
5.74,4.44,1.41,0.35,setosa,clay
5.23,3.75,1.93,0.34,setosa,loamy
4.92,2.9,1.5,0.23,setosa,sandy
5.14,4.13,1.52,0.31,setosa,clay
4.49,2.78,1.55,0.37,setosa,sandy
5.21,3.52,1.55,0.15,setosa,clay
4.86,4.44,1.88,0.37,setosa,clay
5.27,2.57,1.75,0.4,setosa,sandy
5.57,3.9,1.4,0.45,setosa,loamy
4.98,2.72,1.46,0.16,setosa,loamy
5.04,3.07,1.57,0.37,setosa,clay
4.42,2.22,1.41,0.24,setosa,loamy
5.81,3.57,1.61,0.49,setosa,clay
4.54,3.54,1.36,0.34,setosa,loamy
5.2,2.72,1.78,0.36,setosa,sandy
4.93,3.67,1.32,0.37,setosa,loamy
5.43,3.69,1.61,0.22,setosa,clay
4.15,4.24,1.6,0.36,setosa,clay
4.94,3.59,1.58,0.25,setosa,loamy
5.15,2.51,1.33,0.2,setosa,sandy
5.08,3.8,1.4,0.28,setosa,clay
4.7,3.42,1.37,0.46,setosa,clay
4.6,3.71,1.59,0.49,setosa,clay
4.96,3.66,1.66,0.35,setosa,clay
4.81,2.62,1.46,0.36,setosa,clay
4.04,2.55,1.5,0.31,setosa,sandy
5.29,3.02,1.59,0.39,setosa,loamy
5.59,2.28,4.15,1.43,versicolor,sandy
5.94,2.89,3.89,0.91,versicolor,sandy
5.7,2.5,4.31,1.38,versicolor,clay
6.21,3.23,4.79,1.07,versicolor,sandy
6.09,3.44,4.59,1.19,versicolor,clay
6.33,2.26,4.41,0.97,versicolor,sandy
5.68,3.49,5.2,1.71,versicolor,clay
6.57,2.76,4.53,1.61,versicolor,clay
5.72,2.23,3.95,1.27,versicolor,sandy
6.95,2.06,3.76,1.16,versicolor,sandy
5.78,2.84,4.13,1.54,versicolor,loamy
6.14,3.19,4.02,1.38,versicolor,loamy
6.16,2.85,4.73,1.85,versicolor,loamy
6.51,2.32,4.58,1.06,versicolor,sandy
5.4,2.73,4.25,1.34,versicolor,sandy
5.1,2.83,5.09,1.39,versicolor,clay
5.74,2.66,5.1,1.27,versicolor,loamy
6.18,2.96,4.96,1.57,versicolor,clay
7.24,2.94,4.36,1.18,versicolor,clay
6.39,2.98,4.78,1.84,versicolor,clay
5.82,3.19,4.96,1.42,versicolor,clay
6.05,2.86,3.86,1.5,versicolor,loamy
6.21,2.9,4.31,1.4,versicolor,clay
6.35,2.86,5.03,0.85,versicolor,sandy
6.59,2.43,3.98,0.98,versicolor,sandy
6.2,2.7,4.45,1.2,versicolor,sandy
6.23,3.38,4.45,1.27,versicolor,loamy
6.42,2.98,4.21,1.26,versicolor,clay
5.6,2.71,3.06,1.41,versicolor,loamy
6.29,2.94,4.4,1.4,versicolor,clay
6.63,3.08,4.9,1.24,versicolor,loamy
5.55,3.06,3.65,1.47,versicolor,loamy
5.72,2.99,4.38,1.88,versicolor,clay
6.25,2.32,4.09,1.22,versicolor,loamy
6.37,3.79,3.91,1.4,versicolor,clay
6.27,2.68,4.55,1.11,versicolor,sandy
6.37,2.45,3.68,1.16,versicolor,sandy
4.52,2.48,4.39,1.29,versicolor,sandy
6.13,3.21,3.75,0.84,versicolor,loamy
7.21,2.81,4.75,1.41,versicolor,sandy
6.34,2.61,5.35,1.57,versicolor,clay
7.52,2.31,4.35,0.98,versicolor,sandy
5.91,2.94,4.02,1.18,versicolor,sandy
5.86,2.38,4.27,1.34,versicolor,loamy
6.08,2.89,4.13,1.41,versicolor,clay
5.13,3.06,3.59,1.31,versicolor,loamy
6.2,2.6,4.56,1.02,versicolor,loamy
4.91,3.14,4.31,1.64,versicolor,clay
6.38,2.57,4.35,1.39,versicolor,loamy
6.37,3.14,4.06,1.26,versicolor,clay
5.5,1.97,4.96,1.01,versicolor,sandy
6.1,3.36,3.37,1.12,versicolor,clay
5.61,3.1,3.48,1.67,versicolor,clay
6.18,2.84,5.6,1.81,versicolor,clay
6.12,2.41,3.37,1.13,versicolor,loamy
6.08,2.83,4.25,1.39,versicolor,clay
5.33,3.53,4.24,1.5,versicolor,clay
6.23,3.24,4.19,1.46,versicolor,clay
5.63,2.57,4.66,1.19,versicolor,sandy
5.9,2.98,3.78,1.5,versicolor,clay
5.99,2.87,4.58,0.92,versicolor,loamy
6.52,2.83,4.33,1.3,versicolor,clay
5.52,3.52,4.54,1.46,versicolor,clay
6.87,2.17,4.09,1.28,versicolor,sandy
6.0,3.04,4.81,1.3,versicolor,clay
6.78,2.28,4.37,1.45,versicolor,loamy
6.33,3.23,4.99,1.06,versicolor,clay
5.39,2.8,3.6,1.19,versicolor,loamy
6.95,2.71,4.24,1.18,versicolor,sandy
5.0,2.79,3.93,1.31,versicolor,clay
5.65,2.15,5.24,1.47,versicolor,sandy
5.53,3.27,4.47,1.6,versicolor,clay
6.19,2.81,4.1,1.41,versicolor,loamy
6.25,2.33,4.29,1.09,versicolor,sandy
6.22,3.08,4.39,1.97,versicolor,clay
6.41,2.87,4.46,1.24,versicolor,loamy
5.44,2.12,4.53,1.26,versicolor,sandy
7.17,3.97,3.94,1.48,versicolor,clay
5.0,2.29,4.57,1.21,versicolor,sandy
5.8,2.83,3.85,1.23,versicolor,clay
5.73,2.99,3.63,1.51,versicolor,loamy
4.94,2.69,5.52,1.15,versicolor,loamy
5.59,2.54,5.09,1.44,versicolor,sandy
7.2,1.96,4.03,1.05,versicolor,sandy
7.0,3.06,4.86,1.6,versicolor,clay
6.39,2.64,4.28,1.04,versicolor,loamy
6.05,3.13,4.45,1.44,versicolor,clay
4.95,3.19,4.79,1.31,versicolor,loamy
5.97,2.76,4.1,1.09,versicolor,sandy
6.41,3.12,3.27,2.06,versicolor,clay
6.08,3.21,4.23,1.42,versicolor,clay
6.13,2.72,4.86,1.32,versicolor,loamy
6.6,1.9,4.55,1.64,versicolor,loamy
5.85,2.62,4.33,1.32,versicolor,loamy
5.85,2.44,5.1,1.23,versicolor,sandy
5.55,3.33,3.94,1.17,versicolor,clay
6.24,2.9,4.39,1.24,versicolor,loamy
6.82,2.57,4.26,1.12,versicolor,sandy
6.55,3.14,5.21,1.55,versicolor,loamy
5.77,2.79,4.28,1.27,versicolor,clay
5.56,2.73,3.99,1.34,versicolor,loamy
5.83,2.72,3.32,1.38,versicolor,clay
5.11,2.1,4.4,1.22,versicolor,sandy
6.78,2.39,4.11,0.92,versicolor,sandy
6.15,2.36,4.13,0.96,versicolor,loamy
6.54,2.66,4.21,1.44,versicolor,clay
6.79,3.45,2.84,1.45,versicolor,clay
6.79,2.76,4.57,1.31,versicolor,clay
6.93,3.62,4.79,1.44,versicolor,loamy
5.84,2.49,4.31,1.29,versicolor,clay
5.59,3.11,3.84,1.32,versicolor,clay
6.23,3.03,3.93,1.53,versicolor,clay
6.76,2.83,4.19,1.41,versicolor,clay
5.18,2.54,3.9,1.24,versicolor,loamy
6.0,2.81,3.8,1.37,versicolor,loamy
6.51,3.01,5.14,1.49,versicolor,clay
5.03,2.97,4.53,1.18,versicolor,clay
6.78,2.58,5.15,1.13,versicolor,sandy
5.55,2.26,4.33,1.07,versicolor,sandy
5.84,3.0,4.45,1.74,versicolor,clay
5.13,2.29,4.06,1.52,versicolor,clay
5.67,2.34,3.86,0.88,versicolor,sandy
6.46,2.51,4.16,1.32,versicolor,sandy
6.47,3.16,4.61,1.19,versicolor,clay
5.11,2.98,4.65,1.14,versicolor,loamy
5.8,3.18,4.74,1.13,versicolor,loamy
5.8,3.2,4.03,1.79,versicolor,clay
5.6,3.02,4.11,1.58,versicolor,clay
6.32,2.3,4.38,1.04,versicolor,sandy
4.91,2.32,4.12,0.78,versicolor,sandy
5.85,2.65,5.17,1.4,versicolor,loamy
5.26,3.42,4.36,1.57,versicolor,clay
6.57,2.35,4.79,1.2,versicolor,sandy
6.2,2.62,5.12,1.49,versicolor,loamy
5.54,2.25,4.6,1.58,versicolor,loamy
5.95,2.83,4.2,1.24,versicolor,loamy
5.41,2.26,4.35,1.38,versicolor,sandy
6.17,2.74,4.29,0.76,versicolor,sandy
5.27,2.94,4.19,1.5,versicolor,clay
6.58,3.36,3.96,1.35,versicolor,clay
6.57,3.23,4.16,1.38,versicolor,loamy
5.49,2.42,4.8,1.05,versicolor,loamy
6.29,2.33,4.12,1.16,versicolor,sandy
5.44,2.99,4.12,1.17,versicolor,sandy
6.93,3.08,3.28,1.43,versicolor,clay
6.17,3.42,4.53,1.38,versicolor,clay
5.14,2.91,3.29,1.7,versicolor,clay
5.15,2.61,4.23,1.29,versicolor,sandy
6.06,2.62,5.1,1.03,versicolor,loamy
5.58,3.31,4.54,1.47,versicolor,clay
6.3,2.71,5.17,1.51,versicolor,clay
6.99,2.48,3.95,1.16,versicolor,sandy
5.24,3.21,4.26,1.49,versicolor,clay
5.61,2.87,4.63,1.19,versicolor,loamy
6.94,2.37,4.06,1.21,versicolor,sandy
6.72,2.94,4.26,1.32,versicolor,clay
6.49,2.77,3.9,1.65,versicolor,clay
5.56,2.51,3.19,1.16,versicolor,sandy
5.63,2.57,3.57,1.28,versicolor,sandy
5.7,3.38,4.18,1.23,versicolor,clay
6.83,2.22,4.04,1.29,versicolor,loamy
5.39,1.95,5.15,1.14,versicolor,sandy
5.72,3.18,4.03,1.37,versicolor,loamy
5.24,3.13,3.42,1.35,versicolor,clay
4.93,2.78,4.79,1.16,versicolor,loamy
6.49,2.69,4.38,1.39,versicolor,clay
5.08,3.22,4.74,1.81,versicolor,clay
6.06,2.95,3.92,1.39,versicolor,clay
5.34,2.75,3.91,1.52,versicolor,clay
6.18,2.86,4.53,1.1,versicolor,loamy
6.96,2.74,3.68,1.23,versicolor,clay
6.22,2.96,4.09,1.47,versicolor,clay
7.24,3.22,4.28,1.58,versicolor,loamy
5.9,2.52,4.87,1.09,versicolor,sandy
6.71,2.34,4.78,1.66,versicolor,loamy
5.65,2.9,4.73,1.09,versicolor,loamy
6.66,2.66,5.23,1.84,versicolor,loamy
6.16,3.7,4.85,1.6,versicolor,clay
6.72,3.18,4.6,1.53,versicolor,clay
5.95,2.71,5.06,1.4,versicolor,clay
6.03,2.77,4.31,1.08,versicolor,sandy
5.35,2.97,4.19,1.63,versicolor,clay
6.12,2.31,4.84,1.22,versicolor,sandy
